5	-7.5	-0.0462123
5.5	-7.5	-0.0398647
6	-7.5	-0.0339133
6.5	-7.5	-0.0284074
7	-7.5	-0.023358
7.5	-7.5	-0.0187443
8	-7.5	-0.0145197
8.5	-7.5	-0.0106181
9	-7.5	-0.00695899
9.5	-7.5	-0.00345184
10	-7.5	0
-10	-7	0
-9.5	-7	-0.00318818
-9	-7	-0.00655982
-8.5	-7	-0.0102359
-8	-7	-0.0143321
-7.5	-7	-0.0189545
-7	-7	-0.0241939
-6.5	-7	-0.0301192
-6	-7	-0.0367688
-5.5	-7	-0.044141
-5	-7	-0.0521843
-4.5	-7	-0.0607885
-4	-7	-0.069779
-3.5	-7	-0.0789164
-3	-7	-0.0879036
-2.5	-7	-0.0964018
-2	-7	-0.104054
-1.5	-7	-0.110515
-1	-7	-0.115481
-0.5	-7	-0.118712
0	-7	-0.120056
0.5	-7	-0.119455
1	-7	-0.116948
1.5	-7	-0.112674
2	-7	-0.106855
2.5	-7	-0.0997808
3	-7	-0.0917836
3.5	-7	-0.0832092
4	-7	-0.0743875
4.5	-7	-0.065609
5	-7	-0.0571085
5.5	-7	-0.0490583
6	-7	-0.041568
6.5	-7	-0.03469
7	-7	-0.0284276
7.5	-7	-0.0227444
8	-7	-0.0175732
8.5	-7	-0.0128242
9	-7	-0.00839133
9.5	-7	-0.00415771
10	-7	0
-10	-6.5	0
-9.5	-6.5	-0.00377499
-9	-6.5	-0.00776981
-8.5	-6.5	-0.0121356
-8	-6.5	-0.0170185
-7.5	-6.5	-0.0225553
-7	-6.5	-0.028867
-6.5	-6.5	-0.0360509
-6	-6.5	-0.0441691
-5.5	-6.5	-0.0532363
-5	-6.5	-0.0632047
-4.5	-6.5	-0.0739506
-4	-6.5	-0.0852631
-3.5	-6.5	-0.0968399
-3	-6.5	-0.108295
-2.5	-6.5	-0.119176
-2	-6.5	-0.129005
-1.5	-6.5	-0.137313
-1	-6.5	-0.143689
-0.5	-6.5	-0.147813
0	-6.5	-0.149481
0.5	-6.5	-0.14862
1	-6.5	-0.145285
1.5	-6.5	-0.139663
2	-6.5	-0.132056
2.5	-6.5	-0.12286
3	-6.5	-0.112528
3.5	-6.5	-0.101529
4	-6.5	-0.0903022
4.5	-6.5	-0.0792272
5	-6.5	-0.0686006
5.5	-6.5	-0.0586301
6	-6.5	-0.0494384
6.5	-6.5	-0.0410738
7	-6.5	-0.0335232
7.5	-6.5	-0.0267263
8	-6.5	-0.0205876
8.5	-6.5	-0.0149872
9	-6.5	-0.00978832
9.5	-6.5	-0.00484375
10	-6.5	0
-10	-6	0
-9.5	-6	-0.00434721
-9	-6	-0.00895193
-8.5	-6	-0.0139988
-8	-6	-0.0196688
-7.5	-6	-0.0261352
-7	-6	-0.0335571
-6.5	-6	-0.0420696
-6	-6	-0.0517705
-5.5	-6	-0.0627034
-5	-6	-0.0748371
-4.5	-6	-0.0880433
-4	-6	-0.102077
-3.5	-6	-0.116566
-3	-6	-0.131012
-2.5	-6	-0.144818
-2	-6	-0.157336
-1.5	-6	-0.167932
-1	-6	-0.176053
-0.5	-6	-0.181274
0	-6	-0.183329
0.5	-6	-0.182122
1	-6	-0.177731
1.5	-6	-0.170404
2	-6	-0.160548
2.5	-6	-0.148701
3	-6	-0.13548
3.5	-6	-0.121521
4	-6	-0.107409
4.5	-6	-0.0936339
5	-6	-0.0805611
5.5	-6	-0.0684321
6	-6	-0.0573731
6.5	-6	-0.0474155
7	-6	-0.0385171
7.5	-6	-0.0305818
8	-6	-0.0234761
8.5	-6	-0.0170422
9	-6	-0.0111071
9.5	-6	-0.0054886
10	-6	0
-10	-5.5	0
-9.5	-5.5	-0.00488006
-9	-5.5	-0.0100556
-8.5	-5.5	-0.0157474
-8	-5.5	-0.0221754
-7.5	-5.5	-0.0295556
-7	-5.5	-0.0380935
-6.5	-5.5	-0.0479746
-6	-5.5	-0.059348
-5.5	-5.5	-0.0723054
-5	-5.5	-0.086852
-4.5	-5.5	-0.102874
-4	-5.5	-0.120102
-3.5	-5.5	-0.138087
-3	-5.5	-0.156195
-2.5	-5.5	-0.173632
-2	-5.5	-0.189517
-1.5	-5.5	-0.202985
-1	-5.5	-0.21329
-0.5	-5.5	-0.219874
0	-5.5	-0.222396
0.5	-5.5	-0.220738
1	-5.5	-0.215001
1.5	-5.5	-0.205507
2	-5.5	-0.192798
2.5	-5.5	-0.177603
3	-5.5	-0.160772
3.5	-5.5	-0.14317
4	-5.5	-0.12558
4.5	-5.5	-0.108627
5	-5.5	-0.0927514
5.5	-5.5	-0.0782176
6	-5.5	-0.0651374
6.5	-5.5	-0.053505
7	-5.5	-0.0432297
7.5	-5.5	-0.0341639
8	-5.5	-0.026124
8.5	-5.5	-0.0189055
9	-5.5	-0.0122928
9.5	-5.5	-0.00606521
10	-5.5	0
-10	-5	0
-9.5	-5	-0.00534296
-9	-5	-0.011018
-8.5	-5	-0.0172835
-8	-5	-0.0244013
-7.5	-5	-0.0326353
-7	-5	-0.0422474
-6.5	-5	-0.0534874
-6	-5	-0.0665764
-5.5	-5	-0.0816806
-5	-5	-0.0988739
-4.5	-5	-0.118088
-4	-5	-0.139057
-3.5	-5	-0.16126
-3	-5	-0.183894
-2.5	-5	-0.205899
-2	-5	-0.226058
-1.5	-5	-0.243171
-1	-5	-0.25623
-0.5	-5	-0.264516
0	-5	-0.26761
0.5	-5	-0.265371
1	-5	-0.257922
1.5	-5	-0.245668
2	-5	-0.229311
2.5	-5	-0.209843
3	-5	-0.188448
3.5	-5	-0.166328
4	-5	-0.144531
4.5	-5	-0.123848
5	-5	-0.104791
5.5	-5	-0.08762
6	-5	-0.0724007
6.5	-5	-0.0590581
7	-5	-0.0474266
7.5	-5	-0.0372864
8	-5	-0.0283894
8.5	-5	-0.0204751
9	-5	-0.0132799
9.5	-5	-0.00654151
10	-5	0
-10	-4.5	0
-9.5	-4.5	-0.00570086
-9	-4.5	-0.0117667
-8.5	-4.5	-0.0184925
-8	-4.5	-0.026183
-7.5	-4.5	-0.0351541
-7	-4.5	-0.0457325
-6.5	-4.5	-0.0582479
-6	-4.5	-0.0730181
-5.5	-4.5	-0.09032
-5	-4.5	-0.110343
-4.5	-4.5	-0.133122
-4	-4.5	-0.158444
-3.5	-4.5	-0.185745
-3	-4.5	-0.214032
-2.5	-4.5	-0.241873
-2	-4.5	-0.267544
-1.5	-4.5	-0.289333
-1	-4.5	-0.305877
-0.5	-4.5	-0.316281
0	-4.5	-0.320072
0.5	-4.5	-0.317099
1	-4.5	-0.307499
1.5	-4.5	-0.29173
2	-4.5	-0.270673
2.5	-4.5	-0.245675
3	-4.5	-0.218434
3.5	-4.5	-0.190658
4	-4.5	-0.163764
4.5	-4.5	-0.138734
5	-4.5	-0.11612
5.5	-4.5	-0.0961297
6	-4.5	-0.0787246
6.5	-4.5	-0.0637136
7	-4.5	-0.05082
7.5	-4.5	-0.0397273
8	-4.5	-0.0301074
8.5	-4.5	-0.0216351
9	-4.5	-0.0139948
9.5	-4.5	-0.00688181
10	-4.5	0
-10	-4	0
-9.5	-4	-0.00591643
-9	-4	-0.0122239
-8.5	-4	-0.0192499
-8	-4	-0.0273394
-7.5	-4	-0.0368612
-7	-4	-0.0482127
-6.5	-4	-0.0618179
-6	-4	-0.0781181
-5.5	-4	-0.0975455
-5	-4	-0.120473
-4.5	-4	-0.147126
-4	-4	-0.177448
-3.5	-4	-0.210913
-3	-4	-0.246341
-2.5	-4	-0.281786
-2	-4	-0.31471
-1.5	-4	-0.342558
-1	-4	-0.363486
-0.5	-4	-0.376479
0	-4	-0.381101
0.5	-4	-0.377236
1	-4	-0.364987
1.5	-4	-0.344781
2	-4	-0.317621
2.5	-4	-0.285336
3	-4	-0.250467
3.5	-4	-0.215535
4	-4	-0.18247
4.5	-4	-0.15244
5	-4	-0.125958
5.5	-4	-0.103074
6	-4	-0.0835585
6.5	-4	-0.0670368
7	-4	-0.0530767
7.5	-4	-0.041238
8	-4	-0.0310983
8.5	-4	-0.0222618
9	-4	-0.0143603
9.5	-4	-0.00704908
10	-4	0
-10	-3.5	0
-9.5	-3.5	-0.00595328
-9	-3.5	-0.0123129
-8.5	-3.5	-0.0194307
-8	-3.5	-0.0276846
-7.5	-3.5	-0.0374918
-7	-3.5	-0.04932
-6.5	-3.5	-0.0636967
-6	-3.5	-0.0812107
-5.5	-3.5	-0.102499
-5	-3.5	-0.128203
-4.5	-3.5	-0.158874
-4	-3.5	-0.194791
-3.5	-3.5	-0.235664
-3	-3.5	-0.280222
-2.5	-3.5	-0.325841
-2	-3.5	-0.368596
-1.5	-3.5	-0.404356
-1	-3.5	-0.430687
-0.5	-3.5	-0.4467
0	-3.5	-0.452256
0.5	-3.5	-0.447371
1	-3.5	-0.432021
1.5	-3.5	-0.406337
2	-3.5	-0.371201
2.5	-3.5	-0.329035
3	-3.5	-0.283956
3.5	-3.5	-0.23987
4	-3.5	-0.199384
4.5	-3.5	-0.163752
5	-3.5	-0.133255
5.5	-3.5	-0.107605
6	-3.5	-0.0862461
6.5	-3.5	-0.0685352
7	-3.5	-0.0538355
7.5	-3.5	-0.0415594
8	-3.5	-0.0311809
8.5	-3.5	-0.0222339
9	-3.5	-0.0143022
9.5	-3.5	-0.00700818
10	-3.5	0
-10	-3	0
-9.5	-3	-0.00577999
-9	-3	-0.0119668
-8.5	-3	-0.0189233
-8	-3	-0.0270474
-7.5	-3	-0.0367918
-7	-3	-0.0486852
-6.5	-3	-0.0633552
-6	-3	-0.0815502
-5.5	-3	-0.104152
-5	-3	-0.132166
-4.5	-3	-0.166649
-4	-3	-0.208512
-3.5	-3	-0.258106
-3	-3	-0.314452
-2.5	-3	-0.374187
-2	-3	-0.430914
-1.5	-3	-0.477024
-1	-3	-0.509643
-0.5	-3	-0.52881
0	-3	-0.535271
0.5	-3	-0.529374
1	-3	-0.510767
1.5	-3	-0.478701
2	-3	-0.433136
2.5	-3	-0.376935
3	-3	-0.317694
3.5	-3	-0.261789
4	-3	-0.212561
4.5	-3	-0.170972
5	-3	-0.136662
5.5	-3	-0.10871
6	-3	-0.0860556
6.5	-3	-0.0676923
7	-3	-0.0527384
7.5	-3	-0.0404468
8	-3	-0.0301916
8.5	-3	-0.0214457
9	-3	-0.0137575
9.5	-3	-0.00672984
10	-3	0
-10	-2.5	0
-9.5	-2.5	-0.00537474
-9	-2.5	-0.0111379
-8.5	-2.5	-0.0176453
-8	-2.5	-0.0252949
-7.5	-2.5	-0.0345529
-7	-2.5	-0.045985
-6.5	-2.5	-0.060296
-6	-2.5	-0.0783788
-5.5	-2.5	-0.101371
-5	-2.5	-0.130709
-4.5	-2.5	-0.168147
-4	-2.5	-0.215652
-3.5	-2.5	-0.274974
-3	-2.5	-0.346482
-2.5	-2.5	-0.426734
-2	-2.5	-0.505037
-1.5	-2.5	-0.564361
-1	-2.5	-0.603225
-0.5	-2.5	-0.62479
0	-2.5	-0.631798
0.5	-2.5	-0.625229
1	-2.5	-0.604103
1.5	-2.5	-0.565681
2	-2.5	-0.506806
2.5	-2.5	-0.42896
3	-2.5	-0.349153
3.5	-2.5	-0.278049
4	-2.5	-0.219067
4.5	-2.5	-0.171819
5	-2.5	-0.134546
5.5	-2.5	-0.105275
6	-2.5	-0.0822475
6.5	-2.5	-0.064027
7	-2.5	-0.0494764
7.5	-2.5	-0.0377045
8	-2.5	-0.028008
8.5	-2.5	-0.019823
9	-2.5	-0.0126845
9.5	-2.5	-0.00619525
10	-2.5	0
-10	-2	0
-9.5	-2	-0.0047299
-9	-2	-0.00980807
-8.5	-2	-0.0155609
-8	-2	-0.0223603
-7.5	-2	-0.030654
-7	-2	-0.0410042
-6.5	-2	-0.0541428
-6	-2	-0.0710488
-5.5	-2	-0.0930588
-5	-2	-0.122021
-4.5	-2	-0.16049
-4	-2	-0.211915
-3.5	-2	-0.280604
-3	-2	-0.370711
-2.5	-2	-0.48215
-2	-2	-0.599035
-1.5	-2	-0.673038
-1	-2	-0.714972
-0.5	-2	-0.736188
0	-2	-0.742754
0.5	-2	-0.736488
1	-2	-0.715575
1.5	-2	-0.673954
2	-2	-0.600291
2.5	-2	-0.483799
3	-2	-0.372759
3.5	-2	-0.283017
4	-2	-0.214634
4.5	-2	-0.163441
5	-2	-0.125122
5.5	-2	-0.0962256
6	-2	-0.0741948
6.5	-2	-0.0571819
7	-2	-0.0438515
7.5	-2	-0.0332263
8	-2	-0.0245761
8.5	-2	-0.0173401
9	-2	-0.0110719
9.5	-2	-0.00540051
10	-2	0
-10	-1.5	0
-9.5	-1.5	-0.00385575
-9	-1.5	-0.00799678
-8.5	-1.5	-0.0126958
-8	-1.5	-0.0182687
-7.5	-1.5	-0.0251044
-7	-1.5	-0.0337064
-6.5	-1.5	-0.0447549
-6	-1.5	-0.0592033
-5.5	-1.5	-0.078432
-5	-1.5	-0.104503
-4.5	-1.5	-0.14058
-4	-1.5	-0.191631
-3.5	-1.5	-0.265524
-3	-1.5	-0.374286
-2.5	-1.5	-0.532748
-2	-1.5	-0.73648
-1.5	-1.5	-0.814327
-1	-1.5	-0.847971
-0.5	-1.5	-0.862761
0	-1.5	-0.867063
0.5	-1.5	-0.862913
1	-1.5	-0.848278
1.5	-1.5	-0.814801
2	-1.5	-0.737163
2.5	-1.5	-0.533792
3	-1.5	-0.375697
3.5	-1.5	-0.267257
4	-1.5	-0.193625
4.5	-1.5	-0.142768
5	-1.5	-0.106816
5.5	-1.5	-0.0808023
6	-1.5	-0.0615626
6.5	-1.5	-0.0470368
7	-1.5	-0.0358458
7.5	-1.5	-0.0270381
8	-1.5	-0.0199349
8.5	-1.5	-0.0140339
9	-1.5	-0.00894742
9.5	-1.5	-0.00436016
10	-1.5	0
-10	-1	0
-9.5	-1	-0.00278234
-9	-1	-0.00576591
-8.5	-1	-0.00914648
-8	-1	-0.0131539
-7.5	-1	-0.0180762
-7	-1	-0.0242957
-6.5	-1	-0.0323437
-6	-1	-0.0429923
-5.5	-1	-0.0574112
-5	-1	-0.0774513
-4.5	-1	-0.106183
-4	-1	-0.148994
-3.5	-1	-0.216042
-3	-1	-0.328575
-2.5	-1	-0.538395
-2	-1	-1
-1.5	-1	-1
-1	-1	-1
-0.5	-1	-1
0	-1	-1
0.5	-1	-1
1	-1	-1
1.5	-1	-1
2	-1	-1
2.5	-1	-0.538875
3	-1	-0.329396
3.5	-1	-0.217121
4	-1	-0.150266
4.5	-1	-0.107594
5	-1	-0.0789491
5.5	-1	-0.0589485
6	-1	-0.0445231
6.5	-1	-0.0338241
7	-1	-0.0256832
7.5	-1	-0.0193299
8	-1	-0.0142336
8.5	-1	-0.0100133
9	-1	-0.00638154
9.5	-1	-0.00310889
10	-1	0
-10	-0.5	0
-9.5	-0.5	-0.00155874
-9	-0.5	-0.00321841
-8.5	-0.5	-0.00507943
-8	-0.5	-0.00726101
-7.5	-0.5	-0.00991488
-7	-0.5	-0.0132459
-6.5	-0.5	-0.0175452
-6	-0.5	-0.0232459
-5.5	-0.5	-0.0310223
-5	-0.5	-0.0419743
-4.5	-0.5	-0.0579804
-4	-0.5	-0.0823872
-3.5	-0.5	-0.121318
-3	-0.5	-0.185763
-2.5	-0.5	-0.292302
-2	-0.5	-0.444448
-1.5	-0.5	-0.485161
-1	-0.5	-0.496032
-0.5	-0.5	-0.498883
0	-0.5	-0.499451
0.5	-0.5	-0.498883
1	-0.5	-0.496034
1.5	-0.5	-0.485169
2	-0.5	-0.444488
2.5	-0.5	-0.292503
3	-0.5	-0.186122
3.5	-0.5	-0.121802
4	-0.5	-0.0829625
4.5	-0.5	-0.0586177
5	-0.5	-0.0426481
5.5	-0.5	-0.0317099
6	-0.5	-0.0239267
6.5	-0.5	-0.0182002
7	-0.5	-0.013857
7.5	-0.5	-0.0104648
8	-0.5	-0.00773317
8.5	-0.5	-0.00545753
9	-0.5	-0.00348638
9.5	-0.5	-0.00170065
10	-0.5	0
-10	0	0
-9.5	0	-0.000249194
-9	0	-0.000490291
-8.5	0	-0.000718195
-8	0	-0.000927724
-7.5	0	-0.0011136
-7	0	-0.00127051
-6.5	0	-0.00139313
-6	0	-0.00147623
-5.5	0	-0.00151475
-5	0	-0.00150386
-4.5	0	-0.00143906
-4	0	-0.00131639
-3.5	0	-0.00113321
-3	0	-0.000891086
-2.5	0	-0.000604627
-2	0	-0.000324261
-1.5	0	-0.000163428
-1	0	-8.29348e-05
-0.5	0	-4.70102e-05
0	0	-3.70418e-05
0.5	0	-4.74232e-05
1	0	-8.32556e-05
1.5	0	-0.000162015
2	0	-0.000316775
2.5	0	-0.000581922
3	0	-0.000845693
3.5	0	-0.00106123
4	0	-0.00121713
4.5	0	-0.00131439
5	0	-0.0013576
5.5	0	-0.00135221
6	0	-0.00130375
6.5	0	-0.00121766
7	0	-0.00109931
7.5	0	-0.000953969
8	0	-0.000786794
8.5	0	-0.000602869
9	0	-0.000407177
9.5	0	-0.000204617
10	0	0
-10	0.5	0
-9.5	0.5	0.00107332
-9	0.5	0.00226343
-8.5	0.5	0.00368081
-8	0.5	0.00545483
-7.5	0.5	0.00774758
-7	0.5	0.0107743
-6.5	0.5	0.0148364
-6	0.5	0.0203771
-5.5	0.5	0.0280803
-5	0.5	0.0390549
-4.5	0.5	0.0551877
-4	0.5	0.0798328
-3.5	0.5	0.11912
-3	0.5	0.184042
-2.5	0.5	0.291168
-2	0.5	0.44394
-1.5	0.5	0.484922
-1	0.5	0.495914
-0.5	0.5	0.498816
0	0.5	0.499399
0.5	0.5	0.498816
1	0.5	0.495915
1.5	0.5	0.484932
2	0.5	0.443991
2.5	0.5	0.291411
3	0.5	0.184487
3.5	0.5	0.119741
4	0.5	0.0805977
4.5	0.5	0.0560636
5	0.5	0.040009
5.5	0.5	0.0290799
6	0.5	0.0213894
6.5	0.5	0.0158291
7	0.5	0.0117152
7.5	0.5	0.00860538
8	0.5	0.00619899
8.5	0.5	0.00428162
9	0.5	0.00269198
9.5	0.5	0.00130138
10	0.5	0
-10	1	0
-9.5	1	0.00233524
-9	1	0.00488657
-8.5	1	0.00785942
-8	1	0.0114933
-7.5	1	0.0160861
-7	1	0.0220295
-6.5	1	0.0298645
-6	1	0.040372
-5.5	1	0.0547298
-5	1	0.074796
-4.5	1	0.103647
-4	1	0.146677
-3.5	1	0.214047
-3	1	0.327021
-2.5	1	0.537443
-2	1	1
-1.5	1	1
-1	1	1
-0.5	1	1
0	1	1
0.5	1	1
1	1	1
1.5	1	1
2	1	1
2.5	1	0.537955
3	1	0.327914
3.5	1	0.215242
4	1	0.148111
4.5	1	0.105264
5	1	0.0765376
5.5	1	0.0565402
6	1	0.0421947
6.5	1	0.0316437
7	1	0.0237101
7.5	1	0.0176141
8	1	0.0128161
8.5	1	0.00892568
9	1	0.00564618
9.5	1	0.0027391
10	1	0
-10	1.5	0
-9.5	1.5	0.00347048
-9	1.5	0.00723956
-8.5	1.5	0.011589
-8	1.5	0.0168435
-7.5	1.5	0.023401
-7	1.5	0.0317734
-6.5	1.5	0.042649
-6	1.5	0.0569882
-5.5	1.5	0.0761779
-5	1.5	0.102284
-4.5	1.5	0.138474
-4	1.5	0.189717
-3.5	1.5	0.263878
-3	1.5	0.372981
-2.5	1.5	0.531846
-2	1.5	0.735999
-1.5	1.5	0.814014
-1	1.5	0.847733
-0.5	1.5	0.862557
0	1.5	0.866869
0.5	1.5	0.862708
1	1.5	0.848038
1.5	1.5	0.814487
2	1.5	0.736686
2.5	1.5	0.53291
3	1.5	0.374438
3.5	1.5	0.265691
4	1.5	0.191827
4.5	1.5	0.140814
5	1.5	0.104781
5.5	1.5	0.0787582
6	1.5	0.0595754
6.5	1.5	0.045167
7	1.5	0.0341467
7.5	1.5	0.0255554
8	1.5	0.0187064
8.5	1.5	0.0130892
9	1.5	0.00830767
9.5	1.5	0.0040381
10	1.5	0
-10	2	0
-9.5	2	0.00442703
-9	2	0.0092137
-8.5	2	0.0146946
-8	2	0.0212498
-7.5	2	0.0293345
-7	2	0.0395182
-6.5	2	0.0525392
-6	2	0.0693817
-5.5	2	0.0913864
-5	2	0.120403
-4.5	2	0.158986
-4	2	0.210583
-3.5	2	0.279492
-3	2	0.369857
-2.5	2	0.48157
-2	2	0.598704
-1.5	2	0.672865
-1	2	0.714891
-0.5	2	0.736152
0	2	0.74273
0.5	2	0.736446
1	2	0.715481
1.5	2	0.673764
2	2	0.599942
2.5	2	0.483207
3	2	0.371907
3.5	2	0.281929
4	2	0.213351
4.5	2	0.162013
5	2	0.123607
5.5	2	0.0946782
6	2	0.07267
6.5	2	0.0557311
7	2	0.0425211
7.5	2	0.0320567
8	2	0.0236013
8.5	2	0.016587
9	2	0.0105603
9.5	2	0.0051424
10	2	0
-10	2.5	0
-9.5	2.5	0.00517088
-9	2.5	0.0107394
-8.5	2.5	0.0170685
-8	2.5	0.0245635
-7.5	2.5	0.0336968
-7	2.5	0.0450401
-6.5	2.5	0.0593027
-6	2.5	0.0773809
-5.5	2.5	0.100414
-5	2.5	0.129838
-4.5	2.5	0.167406
-4	2.5	0.215077
-3.5	2.5	0.274593
-3	2.5	0.346311
-2.5	2.5	0.426769
-2	2.5	0.505254
-1.5	2.5	0.564711
-1	2.5	0.60366
-0.5	2.5	0.62527
0	2.5	0.632287
0.5	2.5	0.625692
1	2.5	0.604505
1.5	2.5	0.565983
2	2.5	0.506964
2.5	2.5	0.428932
3	2.5	0.348921
3.5	2.5	0.277617
4	2.5	0.218455
4.5	2.5	0.17106
5	2.5	0.133678
5.5	2.5	0.10434
6	2.5	0.0812896
6.5	2.5	0.0630875
7	2.5	0.0485944
