8	-4.5	-0.0180923	0.0027089
8.5	-4.5	-0.0161126	0.00178667
9	-4.5	-0.0147533	0.00108037
9.5	-4.5	-0.0139948	0.000507571
-9.5	-4	0.0122239	0.000252422
-9	-4	0.0133335	0.000546229
-8.5	-4	0.0151155	0.000938154
-8	-4	0.0176113	0.00150168
-7.5	-4	0.0208733	0.00233767
-7	-4	0.0249567	0.00358752
-6.5	-4	0.0299054	0.00544879
-6	-4	0.0357276	0.00819262
-5.5	-4	0.042355	0.0121788
-5	-4	0.0495807	0.0178594
-4.5	-4	0.0569744	0.0257515
-4	-4	0.0637872	0.0363474
-3.5	-4	0.0688936	0.0499184
-3	-4	0.0708724	0.0661898
-2.5	-4	0.068369	0.0839674
-2	-4	0.0607718	0.101052
-1.5	-4	0.0487758	0.115023
-1	-4	0.0339217	0.12481
-0.5	-4	0.0176154	0.130419
0	-4	0.000756225	0.132184
0.5	-4	-0.0161143	0.130272
1	-4	-0.0324547	0.124522
1.5	-4	-0.0473664	0.114607
2	-4	-0.0594453	0.100529
2.5	-4	-0.067154	0.0833598
3	-4	-0.0698004	0.0655217
3.5	-4	-0.0679969	0.0492113
4	-4	-0.0630954	0.0356197
4.5	-4	-0.056512	0.0250186
5	-4	-0.0493658	0.0171349
5.5	-4	-0.0423992	0.0114751
6	-4	-0.0360371	0.00752143
6.5	-4	-0.0304819	0.0048216
7	-4	-0.0257988	0.00301555
7.5	-4	-0.0219783	0.00183204
8	-4	-0.0189763	0.00107352
8.5	-4	-0.016738	0.000598783
9	-4	-0.0152127	0.000307346
9.5	-4	-0.0143603	0.000126362
-9.5	-3.5	0.0123129	-0.000136441
-9	-3.5	0.0134774	-0.000257071
-8.5	-3.5	0.0153717	-0.000326631
-8	-3.5	0.0180611	-0.000291991
-7.5	-3.5	0.0216354	-6.94781e-05
-7	-3.5	0.0262049	0.000472484
-6.5	-3.5	0.0318907	0.00153729
-6	-3.5	0.0388021	0.00343205
-5.5	-3.5	0.046992	0.00660669
-5	-3.5	0.056375	0.0116932
-4.5	-3.5	0.0665884	0.0195223
-4	-3.5	0.07679	0.0310649
-3.5	-3.5	0.085431	0.0471926
-3	-3.5	0.0901771	0.0681105
-2.5	-3.5	0.0883739	0.0924012
-2	-3.5	0.0785151	0.116204
-1.5	-3.5	0.0620908	0.134466
-1	-3.5	0.0423444	0.146157
-0.5	-3.5	0.0215694	0.152331
0	-3.5	0.000670784	0.15417
0.5	-3.5	-0.0202356	0.152138
1	-3.5	-0.0410338	0.14578
1.5	-3.5	-0.0608194	0.13392
2	-3.5	-0.077302	0.115515
2.5	-3.5	-0.087245	0.0915997
3	-3.5	-0.0891656	0.0672274
3.5	-3.5	-0.0845725	0.0462537
4	-3.5	-0.0761175	0.0300914
4.5	-3.5	-0.0661287	0.0185326
5	-3.5	-0.0561474	0.0107045
5.5	-3.5	-0.0470088	0.00563616
6	-3.5	-0.0390695	0.00249707
6.5	-3.5	-0.0324105	0.000655507
7	-3.5	-0.0269758	-0.000338254
7.5	-3.5	-0.0226546	-0.000791223
8	-3.5	-0.0193255	-0.000906705
8.5	-3.5	-0.0168788	-0.000816107
9	-3.5	-0.0152257	-0.000602765
9.5	-3.5	-0.0143022	-0.000319249
-9.5	-3	0.0119668	-0.000578539
-9	-3	0.0131433	-0.001175
-8.5	-3	0.0150806	-0.00178543
-8	-3	0.0178685	-0.00238977
-7.5	-3	0.0216378	-0.00293893
-7	-3	0.0265635	-0.003335
-6.5	-3	0.032865	-0.00340066
-6	-3	0.040797	-0.00283192
